symbol	panels	version
DDHD2	RGDI	RGDI_v1
DDOST	RGDI	RGDI_v1
DDX11	RGDI	RGDI_v1
DDX3X	RGDI	RGDI_v1
DDX59	RGDI	RGDI_v1
DDX6	RGDI	RGDI_v1
DEAF1	RGDI	RGDI_v1
DEGS1	RGDI	RGDI_v1
DEPDC5	RGDI	RGDI_v1
DES	DYSM,MMG	DYSM_v1,MMG_v1
DGUOK	MITN	MITN_v1
DHCR24	RGDI	RGDI_v1
DHCR7	RGDI	RGDI_v1
DHDDS	RGDI	RGDI_v1
DHFR	RGDI	RGDI_v1
DHPS	RGDI	RGDI_v1
DHTKD1	RGDI	RGDI_v1
DHX30	RGDI	RGDI_v1
DIAPH1	RGDI	RGDI_v1
DIS3L2	RGDI	RGDI_v1
DKC1	RGDI	RGDI_v1
DLAT	MITN	MITN_v1
DLD	MITN,RGDI	MITN_v1,RGDI_v1
DLG3	RGDI	RGDI_v1
DMD	DYSM,RHAB,RGDI,MMG	DYSM_v1,RGDI_v1,RHAB_v1,MMG_v1
DMPK	RGDI	RGDI_v1
DMXL2	RGDI	RGDI_v1
DNA2	MITN	MITN_v1
DNAJB6	DYSM,MMG	DYSM_v1,MMG_v1
DNAJC12	RGDI	RGDI_v1
DNAJC19	MITN,RGDI	MITN_v1,RGDI_v1
DNAJC30	MITN	MITN_v1
DNM1	RGDI	RGDI_v1
DNM1L	MITN	MITN_v1
DNM2	MYOC,MITN,MMG	MITN_v1,MYOC_v1,MMG_v1
DNMT3A	RGDI	RGDI_v1
DNMT3B	RGDI	RGDI_v1
DOCK3	RGDI	RGDI_v1
DOCK6	RGDI	RGDI_v1
DOCK7	RGDI	RGDI_v1
DOCK8	RGDI	RGDI_v1
DOK7	DYSM,MYOC,MYAC,MMG	DYSM_v1,MYAC_v1,MYOC_v1,MMG_v1
DOLK	RGDI	RGDI_v1
DPAGT1	MYAC,RGDI,MMG	MYAC_v1,RGDI_v1,MMG_v1
DPF2	RGDI	RGDI_v1
DPH1	RGDI	RGDI_v1
DPM1	RGDI	RGDI_v1
DPM3	DYSM,MMG	DYSM_v1,MMG_v1
DPP6	RGDI	RGDI_v1
DPYD	RGDI	RGDI_v1
DYM	RGDI	RGDI_v1
DYNC1H1	RGDI	RGDI_v1
DYRK1A	RGDI	RGDI_v1
DYSF	DYSM,RHAB,MMG	DYSM_v1,RHAB_v1,MMG_v1
EARS2	MITN	MITN_v1
EBF3	RGDI	RGDI_v1
EBP	RGDI	RGDI_v1
ECHS1	MITN	MITN_v1
EED	RGDI	RGDI_v1
EEF1A2	RGDI	RGDI_v1
EFTUD2	RGDI	RGDI_v1
EHMT1	RGDI	RGDI_v1
EIF2AK3	RGDI	RGDI_v1
EIF2S3	RGDI	RGDI_v1
EIF3F	RGDI	RGDI_v1
EIF4A3	RGDI	RGDI_v1
ELAC2	MITN,RGDI	MITN_v1,RGDI_v1
ELOVL4	RGDI	RGDI_v1
ELP2	RGDI	RGDI_v1
EMC1	RGDI	RGDI_v1
EMD	DYSM,MMG	DYSM_v1,MMG_v1
EML1	RGDI	RGDI_v1
EMX2	RGDI	RGDI_v1
ENO3	RHAB,MMG	RHAB_v1,MMG_v1
EP300	RGDI	RGDI_v1
EPG5	RGDI	RGDI_v1
ERCC1	RGDI	RGDI_v1
ERCC2	RGDI	RGDI_v1
ERCC3	RGDI	RGDI_v1
ERCC5	RGDI	RGDI_v1
ERCC6	RGDI	RGDI_v1
ERCC6L2	RGDI	RGDI_v1
ERCC8	RGDI	RGDI_v1
ERLIN2	RGDI	RGDI_v1
ESCO2	RGDI	RGDI_v1
ETFA	RHAB,RGDI,MMG	RGDI_v1,RHAB_v1,MMG_v1
ETFB	RHAB,RGDI,MMG	RGDI_v1,RHAB_v1,MMG_v1
ETFDH	RHAB,MITN,RGDI,MMG	MITN_v1,RGDI_v1,RHAB_v1,MMG_v1
ETHE1	MITN,RGDI	MITN_v1,RGDI_v1
EXOSC3	RGDI	RGDI_v1
EXTL3	RGDI	RGDI_v1
EZH2	RGDI	RGDI_v1
FA2H	RGDI	RGDI_v1
FAM111A	RGDI	RGDI_v1
FAM126A	RGDI	RGDI_v1
FAM20C	RGDI	RGDI_v1
FAR1	RGDI	RGDI_v1
FARS2	MITN,RGDI	MITN_v1,RGDI_v1
FASTKD2	MITN	MITN_v1
FAT4	RGDI	RGDI_v1
FBXL3	RGDI	RGDI_v1
FBXL4	MITN,RGDI	MITN_v1,RGDI_v1
FBXO11	RGDI	RGDI_v1
FBXW11	RGDI	RGDI_v1
FDX2	MITN	MITN_v1
FDXR	MITN	MITN_v1
FGD1	RGDI	RGDI_v1
FGF12	RGDI	RGDI_v1
FH	MITN,RGDI	MITN_v1,RGDI_v1
FHL1	DYSM,MMG	DYSM_v1,MMG_v1
FIG4	RGDI	RGDI_v1
FKBP14	MYOC,MMG	MYOC_v1,MMG_v1
FKRP	DYSM,RHAB,RGDI,MMG	DYSM_v1,RGDI_v1,RHAB_v1,MMG_v1
FKTN	DYSM,RHAB,RGDI,MMG	DYSM_v1,RGDI_v1,RHAB_v1,MMG_v1
FLAD1	MITN	MITN_v1
FLNA	RGDI	RGDI_v1
FLNC	DYSM,MMG	DYSM_v1,MMG_v1
FLVCR1	RGDI	RGDI_v1
FLVCR2	RGDI	RGDI_v1
FMN2	RGDI	RGDI_v1
FMR1	RGDI	RGDI_v1
FOLR1	RGDI	RGDI_v1
FOXG1	RGDI	RGDI_v1
FOXP1	RGDI	RGDI_v1
FOXP2	RGDI	RGDI_v1
FOXRED1	MITN,RGDI	MITN_v1,RGDI_v1
FRMPD4	RGDI	RGDI_v1
FTCD	RGDI	RGDI_v1
FTSJ1	RGDI	RGDI_v1
FUCA1	RGDI	RGDI_v1
FUT8	RGDI	RGDI_v1
GAA	DYSM,MMG	DYSM_v1,MMG_v1
GABBR2	RGDI	RGDI_v1
GABRA1	RGDI	RGDI_v1
GABRA2	RGDI	RGDI_v1
GABRA5	RGDI	RGDI_v1
GABRB2	RGDI	RGDI_v1
GABRB3	RGDI	RGDI_v1
GABRG2	RGDI	RGDI_v1
GALC	RGDI	RGDI_v1
GALE	RGDI	RGDI_v1
GALT	RGDI	RGDI_v1
GAMT	RGDI	RGDI_v1
GARS1	MITN	MITN_v1
GATAD2B	RGDI	RGDI_v1
GATC	MITN	MITN_v1
GATM	RGDI	RGDI_v1
GBE1	MMG	MMG_v1
GCDH	RGDI	RGDI_v1
GCH1	RGDI	RGDI_v1
GDAP1	MITN	MITN_v1
GDI1	RGDI	RGDI_v1
GFAP	RGDI	RGDI_v1
GFER	MITN,RGDI	MITN_v1,RGDI_v1
GFM1	MITN,RGDI	MITN_v1,RGDI_v1
GFM2	MITN	MITN_v1
GFPT1	MYAC,MMG	MYAC_v1,MMG_v1
GJC2	RGDI	RGDI_v1
GK	RGDI	RGDI_v1
GLB1	RGDI	RGDI_v1
GLDC	RGDI	RGDI_v1
GLI2	RGDI	RGDI_v1
GLI3	RGDI	RGDI_v1
GLIS3	RGDI	RGDI_v1
GLRX5	MITN	MITN_v1
GLUL	RGDI	RGDI_v1
GLYCTK	RGDI	RGDI_v1
GM2A	RGDI	RGDI_v1
GMPPA	RGDI	RGDI_v1
GMPPB	DYSM,MYAC,RGDI,MMG	DYSM_v1,MYAC_v1,RGDI_v1,MMG_v1
GNAI1	RGDI	RGDI_v1
GNAO1	RGDI	RGDI_v1
GNAS	RGDI	RGDI_v1
GNB1	RGDI	RGDI_v1
GNB5	RGDI	RGDI_v1
GNE	DYSM,MMG	DYSM_v1,MMG_v1
GNPAT	RGDI	RGDI_v1
GNPTAB	RGDI	RGDI_v1
GNPTG	RGDI	RGDI_v1
GNS	RGDI	RGDI_v1
GPAA1	RGDI	RGDI_v1
GPC3	RGDI	RGDI_v1
GPSM2	RGDI	RGDI_v1
GPT2	RGDI	RGDI_v1
GRIA2	RGDI	RGDI_v1
GRIA3	RGDI	RGDI_v1
GRIA4	RGDI	RGDI_v1
GRID2	RGDI	RGDI_v1
GRIK2	RGDI	RGDI_v1
GRIN1	RGDI	RGDI_v1
GRIN2A	RGDI	RGDI_v1
GRIN2B	RGDI	RGDI_v1
GRIN2D	RGDI	RGDI_v1
GRM1	RGDI	RGDI_v1
GTF2H5	RGDI	RGDI_v1
GTPBP2	RGDI	RGDI_v1
GTPBP3	MITN,RGDI	MITN_v1,RGDI_v1
GUSB	RGDI	RGDI_v1
GYG1	MMG	MMG_v1
H1-4	RGDI	RGDI_v1
HACE1	RGDI	RGDI_v1
HADH	RGDI	RGDI_v1
HADHA	RHAB,RGDI,MMG	RGDI_v1,RHAB_v1,MMG_v1
HADHB	RHAB,MMG	RHAB_v1,MMG_v1
HARS2	MITN	MITN_v1
HCCS	MITN,RGDI	MITN_v1,RGDI_v1
HCFC1	RGDI	RGDI_v1
HCN1	RGDI	RGDI_v1
HDAC4	RGDI	RGDI_v1
HDAC8	RGDI	RGDI_v1
HECW2	RGDI	RGDI_v1
HEPACAM	RGDI	RGDI_v1
HERC1	RGDI	RGDI_v1
HESX1	RGDI	RGDI_v1
HEXA	RGDI	RGDI_v1
HEXB	RGDI	RGDI_v1
HGSNAT	RGDI	RGDI_v1
HIBCH	MITN,RGDI	MITN_v1,RGDI_v1
HIVEP2	RGDI	RGDI_v1
HK1	RGDI	RGDI_v1
HLCS	MITN,RGDI	MITN_v1,RGDI_v1
HMGCL	RGDI	RGDI_v1
HNRNPDL	DYSM,MMG	DYSM_v1,MMG_v1
HNRNPH2	RGDI	RGDI_v1
HNRNPK	RGDI	RGDI_v1
HNRNPR	RGDI	RGDI_v1
HNRNPU	RGDI	RGDI_v1
HOXA1	RGDI	RGDI_v1
HPD	RGDI	RGDI_v1
HPDL	MITN	MITN_v1
HPRT1	RGDI	RGDI_v1
HRAS	RGDI	RGDI_v1
HSD17B10	MITN,RGDI	MITN_v1,RGDI_v1
HSD17B4	RGDI	RGDI_v1
HSPB8	MMG	MMG_v1
HSPD1	MITN,RGDI	MITN_v1,RGDI_v1
HTRA2	MITN,RGDI	MITN_v1,RGDI_v1
HUWE1	RGDI	RGDI_v1
HYLS1	RGDI	RGDI_v1
IARS1	RGDI	RGDI_v1
IARS2	MITN	MITN_v1
IBA57	MITN,RGDI	MITN_v1,RGDI_v1
IDH2	RGDI	RGDI_v1
IDH3A	MITN	MITN_v1
IDS	RGDI	RGDI_v1
IDUA	RGDI	RGDI_v1
IER3IP1	RGDI	RGDI_v1
IFIH1	RGDI	RGDI_v1
IFT172	RGDI	RGDI_v1
IGF1	RGDI	RGDI_v1
IGF1R	RGDI	RGDI_v1
IKBKG	RGDI	RGDI_v1
IL1RAPL1	RGDI	RGDI_v1
INPP5E	RGDI	RGDI_v1
INPP5K	DYSM,RGDI,MMG	DYSM_v1,RGDI_v1,MMG_v1
INTS1	RGDI	RGDI_v1
IQSEC2	RGDI	RGDI_v1
IRF2BPL	RGDI	RGDI_v1
IRX5	RGDI	RGDI_v1
ISCA1	MITN	MITN_v1
ISCA2	MITN	MITN_v1
ISCU	MITN	MITN_v1
CRPPA	RGDI,DYSM,MMG	DYSM_v1,MMG_v1,RGDI_v1
ITGA7	DYSM,MMG	DYSM_v1,MMG_v1
ITPA	RGDI	RGDI_v1
ITPR1	RGDI	RGDI_v1
IVD	RGDI	RGDI_v1
JAM3	RGDI	RGDI_v1
KANSL1	RGDI	RGDI_v1
KARS1	MITN,RGDI	MITN_v1,RGDI_v1
KAT6A	RGDI	RGDI_v1
KAT6B	RGDI	RGDI_v1
KBTBD13	MYOC,MMG	MYOC_v1,MMG_v1
KCNA2	RGDI	RGDI_v1
KCNB1	RGDI	RGDI_v1
KCNC1	RGDI	RGDI_v1
KCNC3	RGDI	RGDI_v1
KCNH1	RGDI	RGDI_v1
KCNJ10	RGDI	RGDI_v1
KCNJ11	RGDI	RGDI_v1
KCNJ6	RGDI	RGDI_v1
KCNK9	RGDI	RGDI_v1
KCNQ2	RGDI	RGDI_v1
KCNQ3	RGDI	RGDI_v1
KCNQ5	RGDI	RGDI_v1
KCNT1	RGDI	RGDI_v1
KCNT2	RGDI	RGDI_v1
KCTD3	RGDI	RGDI_v1
KCTD7	RGDI	RGDI_v1
KDM1A	RGDI	RGDI_v1
KDM5B	RGDI	RGDI_v1
KDM5C	RGDI	RGDI_v1
KDM6A	RGDI	RGDI_v1
KIAA0586	RGDI	RGDI_v1
KIAA1109	RGDI	RGDI_v1
KIDINS220	RGDI	RGDI_v1
KIF11	RGDI	RGDI_v1
KIF14	RGDI	RGDI_v1
KIF1A	RGDI	RGDI_v1
KIF2A	RGDI	RGDI_v1
KIF5A	RGDI	RGDI_v1
KIF5C	RGDI	RGDI_v1
KIF7	RGDI	RGDI_v1
KIFBP	RGDI	RGDI_v1
KLHL40	MYOC,MMG	MYOC_v1,MMG_v1
KLHL41	MYOC,MMG	MYOC_v1,MMG_v1
KLHL7	RGDI	RGDI_v1
KMT2A	RGDI	RGDI_v1
KMT2C	RGDI	RGDI_v1
KMT2D	RGDI	RGDI_v1
KMT2E	RGDI	RGDI_v1
KMT5B	RGDI	RGDI_v1
KNL1	RGDI	RGDI_v1
KPTN	RGDI	RGDI_v1
KRAS	RGDI	RGDI_v1
L1CAM	RGDI	RGDI_v1
L2HGDH	RGDI	RGDI_v1
LAMA1	RGDI	RGDI_v1
LAMA2	DYSM,RGDI,MMG	DYSM_v1,RGDI_v1,MMG_v1
LAMB1	RGDI	RGDI_v1
LAMC3	RGDI	RGDI_v1
LAMP2	DYSM,RGDI,MMG	DYSM_v1,RGDI_v1,MMG_v1
LARGE1	DYSM,RGDI,MMG	DYSM_v1,RGDI_v1,MMG_v1
LARP7	RGDI	RGDI_v1
LARS2	MITN	MITN_v1
LDB3	MMG	MMG_v1
LDHA	RHAB,MMG	RHAB_v1,MMG_v1
LGI4	RGDI	RGDI_v1
LIAS	MITN	MITN_v1
LIG4	RGDI	RGDI_v1
LINS1	RGDI	RGDI_v1
LIPT1	MITN	MITN_v1
LIPT2	MITN	MITN_v1
LLGL1	RGDI	RGDI_v1
LMNA	DYSM,MYOC,MMG	DYSM_v1,MYOC_v1,MMG_v1
LMOD3	MYOC,MMG	MYOC_v1,MMG_v1
LONP1	MITN,RGDI	MITN_v1,RGDI_v1
LPIN1	RHAB,MMG	RHAB_v1,MMG_v1
LRP2	RGDI	RGDI_v1
LRP4	MYAC,MMG	MYAC_v1,MMG_v1
LRPPRC	MITN,RGDI	MITN_v1,RGDI_v1
LYRM7	MITN	MITN_v1
LZTR1	RGDI	RGDI_v1
MAB21L1	RGDI	RGDI_v1
MAB21L2	RGDI	RGDI_v1
MACF1	RGDI	RGDI_v1
